Date,RegionName,State,Metro,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
1/31/2020,Decatur County,GA,Bainbridge,1167,1094,0.0043,-0.0151,0.0978,9670
1/31/2020,Door County,WI,,1168,942,-0.0131,-0.0033,0.0037,4963
1/31/2020,Henderson County,TN,,1169,972,0.0152,0.0469,0.1065,9128
1/31/2020,Hardee County,FL,Wauchula,1170,1369,0.0255,0.0173,-0.0103,5584
1/31/2020,Carter County,KY,,1171,815,-0.0218,-0.0216,-0.0642,5463
1/31/2020,Peach County,GA,Warner Robins,1172,1101,-0.0002,-0.0112,0.0698,9373
1/31/2020,Garvin County,OK,,1173,775,-0.0007,0.0028,-0.0014,9069
1/31/2020,Morton County,ND,Bismarck,1174,1086,-0.0078,-0.0217,-0.1296,1457
1/31/2020,Custer County,OK,Weatherford,1175,771,-0.0041,-0.0244,-0.113,8273
1/31/2020,Barbour County,AL,Eufaula,1176,891,-0.0174,0.0088,-0.0101,6154
1/31/2020,Carroll County,AR,,1177,874,-0.0128,-0.015,-0.0365,12091
1/31/2020,Cherokee County,NC,,1178,1174,-0.0092,0.0057,0.0228,17807
1/31/2020,Mason County,WV,Point Pleasant,1179,826,0.0142,0.015,-0.0061,9919
1/31/2020,Hardeman County,TN,,1180,897,0.0058,0.0108,0.0184,8174
1/31/2020,Orleans County,VT,,1181,1357,0.013,-0.0273,0.0283,2650
1/31/2020,Codington County,SD,Watertown,1182,992,0.0072,-0.0145,-0.0102,10257
1/31/2020,Toombs County,GA,Vidalia,1183,991,-0.0002,-0.011,0.0148,8584
1/31/2020,Upson County,GA,Thomaston,1184,999,-0.0115,-0.0067,0.0804,9685
1/31/2020,White County,GA,,1185,1362,-0.0032,0.0349,0.0573,12011
1/31/2020,Baker County,FL,Jacksonville,1186,1356,-0.0002,0.0093,0.0462,6224
1/31/2020,Lewis County,NY,,1187,1409,-0.0139,-0.0109,0.011,10601
1/31/2020,Elmore County,ID,Mountain Home,1188,1021,0.014,-0.0162,0.0185,9686
1/31/2020,Edgefield County,SC,Augusta-Richmond County,1189,1183,0.0227,0.0042,0.0526,6539
1/31/2020,Anson County,NC,,1190,988,0.0188,0.0239,0.078,7276
1/31/2020,Clay County,IN,Terre Haute,1191,896,0.0015,-0.0089,0.0281,9868
1/31/2020,Mingo County,WV,,1192,748,0.0095,0.0133,-0.054,6015
1/31/2020,Logan County,KY,,1193,861,-0.0089,0.002,0.0212,9283
1/31/2020,Geneva County,AL,Dothan,1194,894,0.0151,0.0381,0.0346,10293
1/31/2020,Juneau County,WI,,1195,938,-0.013,0.0175,0.0158,2190
1/31/2020,Grimes County,TX,,1196,1379,0.0118,-0.0021,0.0132,5475
1/31/2020,Oceana County,MI,,1197,924,0.0033,-0.002,-0.0126,1888
1/31/2020,Montgomery County,KY,Mount Sterling,1198,922,0.0048,-0.013,0.0299,4598
1/31/2020,Somerset County,MD,Salisbury,1199,1330,-0.006,0.0429,0.0486,8121
1/31/2020,Jackson County,OK,Altus,1200,785,0.0024,-0.063,-0.0213,9320
1/31/2020,Monroe County,GA,Macon-Bibb County,1201,1099,-0.0082,-0.0052,0.0311,9159
1/31/2020,Uvalde County,TX,Uvalde,1202,1217,0.0146,-0.0123,-0.0141,7488
1/31/2020,Boone County,IA,Boone,1203,761,-0.0093,0.0101,-0.0071,10528
1/31/2020,Nicholas County,WV,,1204,810,-0.0103,-0.0266,-0.0254,10123
1/31/2020,Winchester City,VA,Winchester,1205,1178,0.0029,-0.0031,0.0175,8800
1/31/2020,Randolph County,IN,,1206,860,-0.0105,-0.0134,0.0338,10094
1/31/2020,Dickinson County,MI,Iron Mountain,1207,931,0.0023,0.0057,0.0157,10083
1/31/2020,Cheboygan County,MI,,1208,932,-0.0183,0.0147,-0.0449,1872
1/31/2020,Coahoma County,MS,Clarksdale,1209,813,-0.0197,0.0029,-0.056,6234
1/31/2020,Mille Lacs County,MN,Minneapolis-St. Paul-Bloomington,1210,1243,-0.0141,-0.0145,0.0041,8848
1/31/2020,Benton County,IA,Cedar Rapids,1211,868,0,0.0223,-0.0027,10210
1/31/2020,McNairy County,TN,,1212,967,0.012,0.0389,0.0673,9705
1/31/2020,Hardin County,TN,,1213,982,0.0198,0.0334,0.0421,13618
1/31/2020,Chattooga County,GA,Summerville,1214,1022,0.0044,-0.009,0.0844,8287
1/31/2020,Texas County,MO,,1215,852,0.007,0.0502,0.0679,9431
1/31/2020,Franklin County,KS,Ottawa,1216,892,-0.0044,-0.0223,-0.0356,10023
1/31/2020,Cherokee County,AL,,1217,892,0.0142,0.0227,0.0336,7831
1/31/2020,Cleburne County,AR,,1218,908,-0.0095,-0.0163,-0.017,14430
1/31/2020,Posey County,IN,Evansville,1219,954,-0.0028,-0.0165,0.018,9662
1/31/2020,Brown County,MN,New Ulm,1220,1227,-0.0048,-0.0045,0.0027,9707
1/31/2020,Iosco County,MI,,1221,866,-0.0191,-0.0239,-0.0378,1971
1/31/2020,Clarke County,AL,,1222,920,-0.0046,0.0031,0.0312,8035
1/31/2020,Grayson County,KY,,1223,807,0.0068,-0.0055,-0.0052,1173
1/31/2020,Decatur County,IN,Greensburg,1224,961,-0.0041,-0.0629,-0.0266,9896
1/31/2020,Gladwin County,MI,,1225,861,0.0035,0.0086,0.0041,2398
1/31/2020,Fluvanna County,VA,Charlottesville,1226,1443,0.0161,0.0093,0.045,11342
1/31/2020,Adair County,MO,Kirksville,1227,728,0.0027,-0.0045,-0.0991,9441
1/31/2020,Audrain County,MO,Mexico,1228,837,0.0282,0.0109,-0.0003,9758
1/31/2020,Tattnall County,GA,,1229,996,-0.0005,-0.0146,0.0302,5817
1/31/2020,Seminole County,OK,,1230,833,0.0161,0.0386,0.06,7895
1/31/2020,Shelby County,TX,,1231,1183,-0.0033,-0.0032,0.01,6169
1/31/2020,Meade County,SD,Rapid City,1232,1007,-0.0059,0.0109,-0.064,6820
1/31/2020,Abbeville County,SC,Greenwood,1233,1035,0.0106,0.0066,0.0583,7556
1/31/2020,Randolph County,MO,Moberly,1234,864,-0.0061,-0.0064,0.0213,8821
1/31/2020,Yates County,NY,Rochester,1235,1375,-0.0279,-0.0574,-0.0163,9854
1/31/2020,Tillamook County,OR,,1236,1587,0.0054,0.0186,0.0428,17807
1/31/2020,Cass County,NE,Omaha-Council Bluffs,1237,1110,0.008,-0.004,-0.0073,10583
1/31/2020,Hart County,GA,,1238,1235,0.0076,0.025,0.0419,10820
1/31/2020,Wasco County,OR,The Dalles,1239,1405,-0.0115,0.0637,0.0079,9271
1/31/2020,Washington County,MO,,1240,759,-0.0006,0.0129,-0.0041,5943
1/31/2020,Luna County,NM,Deming,1241,830,-0.0062,-0.0028,-0.0339,1484
1/31/2020,Grady County,GA,,1242,1091,0.0126,0.0185,0.0159,7030
1/31/2020,Plymouth County,IA,Sioux City,1243,947,0.0088,-0.0329,-0.0496,9427
1/31/2020,Todd County,MN,,1244,1134,0.0257,0.0349,0.0804,4608
1/31/2020,Churchill County,NV,Fallon,1245,1425,-0.0039,0.0017,0.0275,6573
1/31/2020,Gillespie County,TX,Fredericksburg,1246,1381,-0.0032,-0.08,-0.0769,9257
1/31/2020,Salem City,VA,Roanoke,1247,968,-0.0025,0.0153,-0.0244,8967
1/31/2020,Milam County,TX,,1248,1212,-0.0002,0.0028,-0.0182,4325
1/31/2020,Miller County,MO,,1249,848,-0.0022,-0.0102,-0.0032,10772
1/31/2020,Lincoln County,KY,Danville,1250,881,-0.0065,0.0148,0.0235,3207
1/31/2020,Grant County,KY,Cincinnati,1251,1009,0.0229,0.0845,0.1117,6535
1/31/2020,White County,IN,,1252,945,0.0092,-0.0092,0.0423,12831
1/31/2020,Juniata County,PA,,1253,997,0.0052,0.0131,-0.0022,6377
1/31/2020,Boone County,WV,Charleston,1254,755,-0.003,-0.0054,-0.0392,6754
1/31/2020,Columbia County,AR,Magnolia,1255,866,0.0215,0.0891,-0.0042,6145
1/31/2020,Taylor County,KY,Campbellsville,1256,907,0.0168,0.014,0.0094,4538
1/31/2020,Martin County,NC,,1257,929,-0.0175,0.0123,0.0266,8904
1/31/2020,Winston County,AL,,1258,920,0.0065,0.0004,-0.0048,7647
1/31/2020,Dawson County,NE,Lexington,1259,933,0.0046,-0.0003,-0.0833,7808
1/31/2020,Fredericksburg City,VA,Washington-Arlington-Alexandria,1260,1295,0.0011,0.0124,0.0592,8302
1/31/2020,Fayette County,IN,Connersville,1261,797,0.0003,-0.0045,0.0322,9224
1/31/2020,Bremer County,IA,Waterloo-Cedar Falls,1262,889,-0.0089,-0.0181,-0.0274,9721
1/31/2020,Upshur County,WV,,1263,865,-0.0145,-0.0124,-0.0108,9661
1/31/2020,Sabine Parish,LA,,1264,888,-0.0203,-0.0309,-0.0512,6001
1/31/2020,Scott County,IN,Louisville/Jefferson County,1265,903,0.0079,-0.0081,0.0151,8008
1/31/2020,Sumner County,KS,Wichita,1266,782,-0.0018,0.0112,0.0172,10174
1/31/2020,Lawrence County,SD,Spearfish,1267,953,-0.0004,-0.0027,-0.0208,12798
1/31/2020,Page County,VA,,1268,1290,-0.0197,-0.0398,0.0303,9866
1/31/2020,Hampshire County,WV,Winchester,1269,973,0.016,0.0208,-0.0095,12182
1/31/2020,Fairfield County,SC,Columbia,1270,1102,0.0273,0.0007,-0.0114,1367
1/31/2020,Ohio County,KY,,1271,823,0.0086,0.0076,0.0238,2066
1/31/2020,Panola County,TX,,1272,1308,0.0118,0.0157,0.0145,7308
1/31/2020,Wyoming County,WV,,1273,722,0.0136,0.0091,-0.0403,6586
1/31/2020,Meigs County,OH,,1274,928,0.0223,-0.0061,0.0293,5042
1/31/2020,Staunton City,VA,Staunton-Waynesboro,1275,1188,0.0094,0.0558,0.0749,7503
1/31/2020,Houston County,TX,,1276,1223,0.0009,0.0021,-0.0069,6886
1/31/2020,Caswell County,NC,,1277,995,0.0109,0.002,-0.0015,7733
1/31/2020,Fannin County,GA,,1278,1336,-0.0053,-0.0055,0.0505,22545
1/31/2020,Butts County,GA,Atlanta-Sandy Springs-Roswell,1279,1028,0.0058,-0.0113,-0.0252,7571
1/31/2020,King George County,VA,,1280,1451,-0.005,0.0235,0.0244,9000
1/31/2020,Currituck County,NC,Virginia Beach-Norfolk-Newport News,1281,1344,-0.0282,-0.0125,0.013,19194
1/31/2020,Wasatch County,UT,Heber,1282,2245,-0.0019,0.0076,0.0524,16715
1/31/2020,Osceola County,MI,,1283,875,-0.0104,0.0245,-0.0075,1859
1/31/2020,Mitchell County,GA,,1284,985,0.0047,-0.0277,0.0261,6086
1/31/2020,Ray County,MO,Kansas City,1285,857,0.0038,0.0108,0.0039,10631
1/31/2020,Crisp County,GA,Cordele,1286,960,-0.013,-0.0223,-0.0016,6787
1/31/2020,Limestone County,TX,,1287,1140,-0.0124,-0.0133,-0.0117,6527
1/31/2020,Saline County,MO,Marshall,1288,861,0.0129,0.0207,0.0121,1566
1/31/2020,Nodaway County,MO,Maryville,1289,894,0.0271,0.0676,0.1194,8269
1/31/2020,Prince Edward County,VA,,1290,1206,-0.0154,-0.0177,-0.0252,1237
1/31/2020,Starke County,IN,,1291,962,-0.0011,-0.0396,0.0046,10005
1/31/2020,Johnson County,KY,,1292,823,0.0106,0.0074,-0.0267,5328
1/31/2020,Teller County,CO,Colorado Springs,1293,1591,-0.0045,0.0128,0.0827,13394
1/31/2020,Rowan County,KY,,1294,867,0.0157,-0.0077,0.0155,4030
1/31/2020,Meeker County,MN,,1295,1177,0.0277,0.0818,0.0512,4068
1/31/2020,Aransas County,TX,Corpus Christi,1296,1538,0.0033,0.0674,0.0769,10174
1/31/2020,Elbert County,CO,Denver-Aurora-Lakewood,1297,2052,-0.0268,-0.0122,0.0228,9508
1/31/2020,Monroe County,AL,,1298,901,-0.0017,-0.0027,-0.0333,6561
1/31/2020,Plaquemines Parish,LA,New Orleans-Metairie,1299,1206,-0.01,0.0028,-0.0953,3018
1/31/2020,Clark County,AR,Arkadelphia,1300,846,-0.0026,-0.0129,0.0156,1764
1/31/2020,Jersey County,IL,St. Louis,1301,988,0.0084,0.0074,0.0747,8157
1/31/2020,Seward County,KS,Liberal,1302,778,-0.002,-0.0059,-0.0156,5568
1/31/2020,Bibb County,AL,Birmingham-Hoover,1303,905,0.0013,-0.0161,-0.0829,3813
1/31/2020,Randolph County,AL,,1304,882,-0.0033,0.0195,0.0133,8536
1/31/2020,Union Parish,LA,Monroe,1305,994,-0.0247,-0.0299,-0.0775,7072
1/31/2020,Adair County,OK,,1306,817,0.0079,0.0072,0.0201,4569
1/31/2020,Grainger County,TN,Knoxville,1307,932,-0.0197,-0.0317,0.0295,7929
1/31/2020,Payette County,ID,Ontario,1308,1149,0.0099,0.005,0.1121,8145
1/31/2020,Wyandot County,OH,,1309,929,-0.0076,0.0002,0.011,5968
1/31/2020,Hempstead County,AR,Hope,1310,834,0.0176,0.0218,0.0569,7055
1/31/2020,Emanuel County,GA,,1311,986,0.0143,0.0088,0.0291,6878
1/31/2020,Hopewell City,VA,Richmond,1312,892,-0.0181,-0.0271,0.0328,8413
1/31/2020,Taylor County,FL,,1313,1253,-0.0193,-0.0041,0.08,5758
1/31/2020,Fairfax City,VA,Washington-Arlington-Alexandria,1314,2061,-0.0004,-0.0302,0.0027,8632
1/31/2020,Williams County,ND,Williston,1315,1294,-0.011,-0.0149,-0.0049,3054
1/31/2020,Mahaska County,IA,Oskaloosa,1316,881,0.0064,0.0239,-0.0202,8515
1/31/2020,Jerome County,ID,Twin Falls,1317,1087,0.006,0.0174,0.0481,6301
1/31/2020,Curry County,OR,Brookings,1318,1481,-0.0013,0.0224,0.0271,7875
1/31/2020,Shelby County,IL,,1319,1054,0.0149,0.0052,-0.0145,7570
1/31/2020,Logan County,AR,,1320,758,0.0004,0.0092,0.007,3614
1/31/2020,Hood River County,OR,Hood River,1321,1689,-0.0023,-0.0029,0.0001,5924
1/31/2020,Gage County,NE,Beatrice,1322,914,-0.0027,-0.0021,-0.0286,8208
1/31/2020,Rockbridge County,VA,,1323,1284,-0.0014,0.0067,0.0553,10271
1/31/2020,Macon County,TN,Nashville-Davidson--Murfreesboro--Franklin,1324,953,-0.0235,-0.0286,0.0098,7905
1/31/2020,Yell County,AR,Russellville,1325,802,0.0017,0.0269,0.0112,2836
1/31/2020,Hutchinson County,TX,Borger,1326,967,-0.0038,-0.0459,-0.0829,2922
1/31/2020,Fayette County,IL,,1327,917,-0.0012,-0.0023,0.0116,1050
1/31/2020,McDowell County,WV,,1328,695,0.016,0.0234,-0.0182,6838
1/31/2020,Saint James Parish,LA,New Orleans-Metairie,1329,1155,0.0017,-0.0212,-0.0676,6402
1/31/2020,Northampton County,NC,Roanoke Rapids,1330,1004,0.007,0.0192,0.0275,7387
1/31/2020,Franklin County,GA,,1331,1219,0.0272,0.0496,0.0542,8223
1/31/2020,Meriwether County,GA,Atlanta-Sandy Springs-Roswell,1332,1056,-0.0013,-0.0216,0.0251,8158
1/31/2020,Grenada County,MS,Grenada,1333,913,-0.0108,-0.0639,-0.054,7806
1/31/2020,McDuffie County,GA,Augusta-Richmond County,1334,1115,-0.0013,-0.014,0.0316,5839
1/31/2020,Ashley County,AR,,1335,809,0.0215,-0.0012,0.0326,7162
1/31/2020,Dodge County,GA,,1336,983,0.0213,0.0207,0.0775,5476
1/31/2020,Tyler County,TX,,1337,1210,-0.012,-0.0131,-0.0024,4417
1/31/2020,Newton County,MS,,1338,925,0.0251,0.0334,-0.0184,4781
1/31/2020,Lincoln County,WV,Huntington-Ashland,1339,804,0.0041,0.0151,0.0108,5482
1/31/2020,Leelanau County,MI,Traverse City,1340,1113,-0.0013,0.0056,-0.0342,2616
1/31/2020,Washington County,IA,Iowa City,1341,928,0.0121,0.0133,-0.0048,9044
1/31/2020,Ogemaw County,MI,,1342,860,-0.0044,-0.0096,-0.0101,1731
1/31/2020,Labette County,KS,Parsons,1343,760,0.0027,0.0126,0.0575,9493
1/31/2020,Cherokee County,KS,,1344,830,0.0255,-0.0082,0.039,7752
1/31/2020,Owen County,IN,Bloomington,1345,970,0.0044,-0.0333,0.0134,8148
1/31/2020,Sullivan County,IN,Terre Haute,1346,832,-0.0034,0.0077,0.0282,6976
1/31/2020,Macon County,AL,,1347,808,-0.0009,-0.0003,-0.1025,2684
1/31/2020,Colusa County,CA,,1348,1965,0.0043,0.0374,0.1227,6513
1/31/2020,Calhoun County,TX,Port Lavaca,1349,1278,0.0054,0.0022,0.0056,8915
1/31/2020,Nobles County,MN,Worthington,1350,1156,0.0287,0.0961,0.1877,2608
1/31/2020,Blaine County,ID,Hailey,1351,1454,0.0006,0.0043,0.0485,16451
1/31/2020,Greene County,NC,,1352,1042,0.026,0.0361,0.0582,4829
1/31/2020,Union County,GA,,1353,1332,0.0033,-0.009,0.0389,16424
1/31/2020,Mercer County,KY,,1354,911,0.0029,0.0221,0.0169,4078
1/31/2020,Bertie County,NC,,1355,1066,-0.0163,0.0048,0.0526,1069
1/31/2020,Conway County,AR,,1356,804,0.0004,0.007,0.026,7439
1/31/2020,Jay County,IN,,1357,828,-0.0028,-0.0058,0.0691,7717
1/31/2020,Putnam County,GA,,1358,1278,0.0132,0.0013,0.0203,12873
1/31/2020,Washington County,GA,,1359,965,0.0073,-0.0077,0.0192,5514
1/31/2020,Vernon County,MO,,1360,814,-0.0157,-0.0147,0.0431,8289
1/31/2020,Uinta County,WY,Evanston,1361,1005,0.016,0.0246,-0.0545,6115
1/31/2020,Hampton County,SC,,1362,1245,-0.0044,-0.0368,-0.0305,1718
1/31/2020,Winneshiek County,IA,,1363,1000,0.0032,-0.0068,0.0432,7103
1/31/2020,Marengo County,AL,,1364,906,0.0033,0.0007,-0.0257,5628
1/31/2020,Dakota County,NE,Sioux City,1365,955,0.002,0.0238,-0.0503,5610
1/31/2020,Waynesboro City,VA,Staunton-Waynesboro,1366,1013,-0.0066,-0.0052,0.013,8628
1/31/2020,Warren County,NC,,1367,1165,0.0006,0.0139,0.0853,7624
1/31/2020,Buchanan County,IA,,1368,921,0.0079,0.0312,0.0229,8234
1/31/2020,Spencer County,IN,,1369,908,-0.0029,-0.0163,0.0388,7793
1/31/2020,Butler County,AL,,1370,873,0.0136,-0.0197,-0.054,3957
1/31/2020,Pacific County,WA,,1371,1328,0.0017,-0.0314,0.0249,12604
1/31/2020,Fayette County,IA,,1372,761,-0.0089,-0.0173,-0.0349,8624
1/31/2020,Adams County,WI,,1373,940,-0.0229,-0.0087,0.0254,2837
1/31/2020,Colorado County,TX,,1374,1274,0.0114,-0.015,0.0138,6636
1/31/2020,Fulton County,IN,,1375,886,-0.0045,-0.0375,-0.004,7902
1/31/2020,Carroll County,IA,Carroll,1376,919,0.0113,0.0015,-0.0061,8735
1/31/2020,Wayne County,KY,,1377,834,-0.0122,-0.0026,0.0181,6846
1/31/2020,Sevier County,UT,,1378,1209,0.0049,-0.0017,0.0297,7327
1/31/2020,Saunders County,NE,Omaha-Council Bluffs,1379,1101,-0.0139,-0.0021,0.0007,8186
1/31/2020,Madison County,NC,Asheville,1380,1182,0.0075,-0.0214,0.0033,9011
1/31/2020,Clinton County,MO,Kansas City,1381,853,-0.0191,-0.0115,-0.0038,9293
1/31/2020,Polk County,AR,,1382,846,-0.0064,0.0016,0.0315,7965
1/31/2020,Texas County,OK,Guymon,1383,899,0.0058,-0.0012,0.0477,4279
1/31/2020,Jones County,IA,Cedar Rapids,1384,874,-0.0019,0.0269,0.0302,6304
1/31/2020,Clay County,MS,West Point,1385,873,-0.0168,0.0192,0.0108,6684
1/31/2020,Kewaunee County,WI,Green Bay,1386,1025,-0.0099,-0.0256,0.0769,1161
1/31/2020,Morgan County,MO,,1387,818,-0.0255,-0.0027,-0.0103,3736
1/31/2020,Lincoln County,NM,Ruidoso,1388,1072,0.0245,-0.0104,-0.0336,15308
1/31/2020,La Paz County,AZ,,1389,1317,0.0136,0.0372,0.0725,3591
1/31/2020,Jackson County,WI,,1390,907,-0.0068,0.0286,0.0074,1088
1/31/2020,Hubbard County,MN,,1391,1238,0.0113,0.02,-0.0103,13255
1/31/2020,Buena Vista County,IA,Storm Lake,1392,861,0.0008,0.0014,-0.0096,8008
1/31/2020,McIntosh County,OK,,1393,880,0.0032,-0.0029,0.0284,9031
1/31/2020,Washington County,NE,Omaha-Council Bluffs,1394,1017,0.0202,-0.0186,-0.0961,6212
1/31/2020,Kent County,MD,,1395,1635,0.0046,0.0237,0.0164,8883
1/31/2020,Carroll County,IN,Lafayette-West Lafayette,1396,936,-0.0023,-0.0288,0.039,8519
1/31/2020,Henry County,IA,,1397,861,0.015,0.0175,-0.0224,6663
1/31/2020,Dodge County,MN,Rochester,1398,1289,0.0057,0.0006,-0.0115,7724
1/31/2020,Woodward County,OK,Woodward,1399,816,0.0032,-0.0105,-0.0391,6456
1/31/2020,Minidoka County,ID,Burley,1400,953,-0.0031,0.0001,0.0559,6167
1/31/2020,Breckinridge County,KY,,1401,887,0.0069,0.0042,0.0271,4009
1/31/2020,Bourbon County,KY,Lexington-Fayette,1402,1027,-0.0063,-0.0303,0.0268,2388
1/31/2020,Langlade County,WI,,1403,933,-0.0161,0.0548,0.0279,1013
1/31/2020,Allen County,KY,Bowling Green,1404,863,0,-0.0098,-0.0041,3377
1/31/2020,Holmes County,FL,,1405,1222,0.0001,0.0036,0.0355,5173
1/31/2020,Saluda County,SC,Columbia,1406,1077,-0.0036,-0.0034,0.065,5827
1/31/2020,Jackson County,IA,,1407,882,-0.0148,0.0133,-0.0003,8033
1/31/2020,Roosevelt County,NM,Portales,1408,669,0.01,0.0121,-0.0465,4308
1/31/2020,Orange County,IN,,1409,883,-0.003,-0.0209,0.0107,6856
1/31/2020,Marion County,KY,,1410,899,0.0161,0.0267,0.0099,2606
1/31/2020,Gonzales County,TX,,1411,1313,0.0173,0.0208,0.0203,4675
1/31/2020,Dickinson County,KS,,1412,849,0.005,0.0067,-0.0522,9200
1/31/2020,Pickens County,AL,Tuscaloosa,1413,873,0.0119,-0.0314,0.0048,5218
1/31/2020,Montague County,TX,,1414,1195,-0.0075,-0.0433,-0.0215,6049
1/31/2020,Lincoln County,MT,,1415,1131,-0.0171,-0.0413,0.0231,9484
1/31/2020,Paulding County,OH,,1416,906,0.0276,0.0391,0.0889,6984
1/31/2020,Tishomingo County,MS,,1417,946,0.0089,-0.0079,-0.0316,8111
1/31/2020,Covington County,MS,,1418,909,-0.0006,-0.0058,-0.0059,4831
1/31/2020,Attala County,MS,,1419,916,0.0056,0.0442,0.0183,5880
1/31/2020,Perry County,IN,,1420,904,-0.0241,-0.0085,0.0595,6917
1/31/2020,Llano County,TX,,1421,1373,-0.0211,0.0256,-0.0141,11538
1/31/2020,Berrien County,GA,,1422,1002,0.0106,-0.0007,0.0064,5242
1/31/2020,Lavaca County,TX,,1423,1297,0.0033,-0.0243,-0.0134,6161
1/31/2020,Madison County,FL,,1424,1253,-0.01,-0.0037,0.0466,5147
1/31/2020,Smith County,TN,Nashville-Davidson--Murfreesboro--Franklin,1425,1008,-0.0118,-0.0173,-0.0163,7131
1/31/2020,Waseca County,MN,,1426,1240,0.0092,0.0266,0.0248,6483
1/31/2020,Jefferson County,KS,Topeka,1427,915,-0.0202,-0.039,-0.0595,7810
1/31/2020,Union County,TN,Knoxville,1428,1008,-0.0096,-0.033,0.0208,6356
1/31/2020,Benton County,MO,,1429,752,-0.0059,0.018,0.0283,9416
1/31/2020,Green Lake County,WI,,1430,984,-0.0063,-0.0236,-0.0007,1285
1/31/2020,Perry County,MO,,1431,869,0.0043,0.022,0.0389,7477
1/31/2020,New Madrid County,MO,,1432,786,0.0263,0.0238,0.0037,6994
1/31/2020,Poweshiek County,IA,,1433,931,0.0057,0.0133,-0.0328,8080
1/31/2020,Otero County,CO,,1434,1435,0.0178,0.0398,0.1414,7979
1/31/2020,Haywood County,TN,Brownsville,1435,929,0.0161,0.017,0.0679,6368
1/31/2020,Pierce County,GA,Waycross,1436,1049,-0.0197,0.0141,0.0383,4849
1/31/2020,Adams County,WA,Othello,1437,1302,-0.0225,-0.0316,0.0038,3345
1/31/2020,Dekalb County,TN,,1438,993,-0.0248,-0.0467,-0.0123,8554
1/31/2020,Adair County,KY,,1439,876,0.01,0.0073,-0.0002,4451
1/31/2020,Eastland County,TX,,1440,1184,0.0052,0.0004,0.0066,7000
1/31/2020,Southampton County,VA,,1441,1256,-0.0061,-0.0185,0.0144,7069
1/31/2020,Young County,TX,,1442,1140,-0.0243,-0.0186,-0.0017,6744
1/31/2020,Inyo County,CA,,1443,2007,0.0276,0.0193,0.0501,9480
1/31/2020,Humphreys County,TN,,1444,992,0.0234,0.0525,0.0692,6766
1/31/2020,Pike County,MO,,1445,821,0.0251,0.0053,-0.0243,6725
1/31/2020,Drew County,AR,,1446,799,0.0275,0.0144,0.0275,5316
1/31/2020,Cedar County,IA,,1447,996,0.0015,0.0064,-0.0156,7327
1/31/2020,Patrick County,VA,,1448,1062,0.0091,-0.0606,-0.0309,1108
1/31/2020,New Kent County,VA,Richmond,1449,1430,-0.0032,-0.0096,0.0245,10749
1/31/2020,Brantley County,GA,Brunswick,1450,1030,0.0149,0.0183,0.0174,5320
1/31/2020,Greene County,VA,Charlottesville,1451,1476,0.0092,-0.0003,0.0457,7738
1/31/2020,Banks County,GA,,1452,1328,0.0064,0.029,0.0677,5397
1/31/2020,Schuyler County,NY,,1453,1446,-0.0266,-0.0573,0.0116,7489
1/31/2020,Lamar County,GA,Atlanta-Sandy Springs-Roswell,1454,1029,-0.0032,-0.0133,-0.0012,6114
1/31/2020,Unicoi County,TN,Johnson City,1455,935,-0.0165,-0.0409,0.0099,7528
1/31/2020,McCreary County,KY,,1456,814,-0.0066,-0.0022,0.0126,3242
1/31/2020,Montour County,PA,Bloomsburg-Berwick,1457,992,-0.0066,-0.0439,-0.083,6331
1/31/2020,Mariposa County,CA,,1458,1738,0.0003,0.0029,0.045,4266
1/31/2020,Johnson County,TN,,1459,886,-0.0263,-0.0619,-0.0465,6423
1/31/2020,Appling County,GA,,1460,995,0.027,0.0292,0.0996,5077
1/31/2020,Bosque County,TX,,1461,1250,0.0124,0.0113,0.0308,7266
1/31/2020,Hart County,KY,,1462,861,0.0069,0.0191,0.029,3837
1/31/2020,Sainte Genevieve County,MO,,1463,887,0.0109,0.0308,0.0717,1411
1/31/2020,Clayton County,IA,,1464,854,-0.0137,-0.0122,0.0041,7803
1/31/2020,Franklin County,AR,,1465,777,-0.0059,0.0074,-0.0047,4748
1/31/2020,Lincoln County,WY,,1466,1209,-0.0063,0.0417,0.0284,9416
1/31/2020,Jackson County,AR,,1467,759,0.003,0.0077,-0.0448,5778
1/31/2020,Randolph County,AR,,1468,804,0.0142,0.0054,-0.0307,6768
1/31/2020,Los Alamos County,NM,Los Alamos,1469,1313,-0.0181,-0.0036,0.0311,8117
1/31/2020,Cross County,AR,,1470,769,-0.0059,0.0177,-0.0409,5973
1/31/2020,Pike County,GA,Atlanta-Sandy Springs-Roswell,1471,1166,-0.0022,-0.0002,0.0402,6851
1/31/2020,Morgan County,GA,Atlanta-Sandy Springs-Roswell,1472,1375,0.0118,0.0312,0.0564,7734
1/31/2020,Grant County,AR,Little Rock-North Little Rock-Conway,1473,884,0.0005,-0.0142,-0.0288,2084
1/31/2020,Chaffee County,CO,,1474,1703,0.0092,0.0128,0.069,7691
1/31/2020,Avery County,NC,,1475,1129,0.0012,-0.0084,-0.023,15384
1/31/2020,Bond County,IL,St. Louis,1476,1001,0.0217,0.0195,0.0314,5884
1/31/2020,Tama County,IA,,1477,876,0.002,0.0083,-0.0318,7386
1/31/2020,Delaware County,IA,,1478,860,-0.0128,0.0296,-0.0217,6872
1/31/2020,Ben Hill County,GA,Fitzgerald,1479,955,0.0009,-0.0341,0.0103,5454
