Date,RegionName,State,Metro,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
1/31/2020,Vance County,NC,Henderson,859,811,0.0049,0.0198,0.0051,13243
1/31/2020,Polk County,TX,,860,1065,0.0242,-0.012,-0.1326,20325
1/31/2020,Tazewell County,VA,Bluefield,861,1080,-0.0271,-0.0341,0.0212,14684
1/31/2020,Bedford County,TN,Shelbyville,862,1135,0.0082,0.0005,0.0336,16857
1/31/2020,Stephens County,OK,Duncan,863,618,-0.0036,-0.0265,-0.0511,16966
1/31/2020,McDowell County,NC,Marion,864,1113,-0.0083,0.0089,-0.0081,11414
1/31/2020,Union County,PA,Lewisburg,865,1153,0.0254,-0.0269,-0.0141,13700
1/31/2020,Brown County,OH,Cincinnati,866,981,0.0116,0.0127,0.0435,9476
1/31/2020,Lincoln County,SD,Sioux Falls,867,1199,0.0033,0.0333,-0.0208,8118
1/31/2020,Whitman County,WA,Pullman,868,1251,0.0085,0.014,-0.0269,11840
1/31/2020,Monroe County,WI,,869,924,0.0065,0.0405,0.064,1506
1/31/2020,Monroe County,TN,,870,994,-0.0095,-0.0588,-0.0162,14768
1/31/2020,Beltrami County,MN,Bemidji,871,1036,0.0114,-0.0331,-0.0615,16411
1/31/2020,Shelby County,IN,Indianapolis-Carmel-Anderson,872,877,-0.0229,-0.0466,-0.0699,17378
1/31/2020,Callaway County,MO,Jefferson City,873,772,-0.0168,0.0045,-0.0204,17057
1/31/2020,Polk County,WI,,874,1076,0.0108,0.0703,0.0722,4000
1/31/2020,Douglas County,WI,Duluth,875,992,0.0023,-0.0051,0.0682,2293
1/31/2020,Cerro Gordo County,IA,Mason City,876,759,-0.0022,-0.0115,0.0712,15918
1/31/2020,Camden County,MO,,877,933,-0.0086,-0.0586,-0.0435,44766
1/31/2020,Nye County,NV,Pahrump,878,1149,0.0034,0.0224,0.0121,12006
1/31/2020,Hancock County,MS,Gulfport-Biloxi-Pascagoula,879,938,-0.0121,-0.0718,-0.0783,18502
1/31/2020,Dallas County,AL,Selma,880,805,0.0056,0.0099,0.0303,12219
1/31/2020,Sweetwater County,WY,Rock Springs,881,909,-0.0086,-0.06,-0.0078,12232
1/31/2020,Chilton County,AL,Birmingham-Hoover,882,946,-0.0054,-0.0043,0.0054,12436
1/31/2020,Highland County,OH,,883,943,0.0029,-0.0179,0.0231,14439
1/31/2020,Charlottesville City,VA,Charlottesville,884,1600,0.0134,0.029,0.029,15113
1/31/2020,Miller County,AR,Texarkana,885,809,0.0089,0.0502,-0.0063,13608
1/31/2020,McKean County,PA,Bradford,886,893,0.0156,-0.0198,0.003,13684
1/31/2020,Nelson County,KY,Bardstown,887,921,0.0072,0.0113,-0.0069,16646
1/31/2020,Susquehanna County,PA,,888,1121,0.0099,0.0136,0.009,3045
1/31/2020,Waller County,TX,Houston-The Woodlands-Sugar Land,889,1333,0.0176,0.0361,0.0424,12056
1/31/2020,Sanilac County,MI,,890,861,-0.0049,-0.019,-0.0005,3714
1/31/2020,Danville City,VA,Danville,891,666,-0.0222,-0.0115,-0.0414,13404
1/31/2020,Habersham County,GA,Cornelia,892,1310,-0.0095,0.0171,0.041,14680
1/31/2020,Orleans County,NY,Rochester,893,1268,-0.0091,-0.0273,-0.0065,14381
1/31/2020,Butler County,MO,Poplar Bluff,894,750,-0.0078,-0.0179,-0.0011,16042
1/31/2020,Burnet County,TX,,895,1263,-0.0278,0.0222,0.0028,20138
1/31/2020,Muscatine County,IA,Muscatine,896,757,0.001,-0.0035,-0.027,15350
1/31/2020,Fulton County,OH,Toledo,897,1011,0.0081,0.0108,0.0481,12284
1/31/2020,Wayne County,WV,Huntington-Ashland,898,800,0.0075,0.002,-0.0088,14315
1/31/2020,Bryan County,OK,Durant,899,901,0.022,0.0335,-0.0082,10732
1/31/2020,Jackson County,IN,Seymour,900,996,0.0055,-0.023,0.0358,15090
1/31/2020,Holmes County,OH,,901,977,0.0189,0.0021,-0.0235,11657
1/31/2020,Preble County,OH,,902,1025,-0.0087,0.0017,0.0375,14540
1/31/2020,De Kalb County,IN,Auburn,903,897,-0.028,0.0171,0.0115,14864
1/31/2020,Pettis County,MO,Sedalia,904,749,-0.0292,-0.0343,0.0279,17860
1/31/2020,Wyoming County,NY,,905,1356,-0.0007,-0.0275,0.0154,14843
1/31/2020,Greene County,AR,Paragould,906,748,0.0175,0.0153,-0.0325,7272
1/31/2020,Shelby County,KY,Louisville/Jefferson County,907,1102,-0.009,0.0135,0.0505,8828
1/31/2020,Clinton County,OH,Wilmington,908,967,-0.0068,-0.011,0.0237,12488
1/31/2020,Shenandoah County,VA,,909,906,-0.0028,0.0037,-0.1122,19758
1/31/2020,Tioga County,PA,,910,1113,0.0169,0.0346,0.0979,16550
1/31/2020,Shawano County,WI,Shawano,911,989,-0.0214,0.0063,0.0491,2650
1/31/2020,Lawrence County,TN,Lawrenceburg,912,1028,0.0282,0.0396,0.0736,14560
1/31/2020,Marinette County,WI,Marinette,913,912,0.0143,0.0414,0.0496,1762
1/31/2020,Union County,AR,El Dorado,914,809,0.0296,0.0083,0.0319,12937
1/31/2020,Tallapoosa County,AL,Alexander City,915,963,0.003,0.015,0.0052,19203
1/31/2020,Suwannee County,FL,,916,1342,0.0112,0.0125,0.0226,9016
1/31/2020,Delaware County,OK,,917,962,0.0113,0.0401,0.0768,13825
1/31/2020,Polk County,GA,Cedartown,918,1195,0.0099,0.0086,0.0667,14648
1/31/2020,Ottawa County,OH,Port Clinton,919,1159,-0.0106,-0.0129,0.0192,23913
1/31/2020,Wharton County,TX,El Campo,920,1193,0.0123,0.0041,-0.0514,11785
1/31/2020,Mayes County,OK,,921,907,0.0222,-0.0048,-0.0053,10772
1/31/2020,Davie County,NC,Winston-Salem,922,1266,0.0019,0.0149,0.0271,15019
1/31/2020,Okanogan County,WA,,923,1461,0.0153,0.0162,0.0927,14640
1/31/2020,Franklin County,TN,Tullahoma-Manchester,924,1028,-0.0073,0.0203,0.0461,16666
1/31/2020,Pierce County,WI,Minneapolis-St. Paul-Bloomington,925,1145,0.0064,0.0043,0.1038,2778
1/31/2020,Kittitas County,WA,Ellensburg,926,1378,-0.0053,-0.0335,-0.0232,18058
1/31/2020,Bonner County,ID,Sandpoint,927,1353,-0.0117,-0.0481,0.0585,24105
1/31/2020,Mercer County,OH,Celina,928,1049,0.0109,0.0033,0.0346,14265
1/31/2020,Levy County,FL,,929,1324,0.0053,0.0051,0.0495,9589
1/31/2020,Campbell County,TN,Knoxville,930,960,-0.0184,-0.0342,0.0094,15195
1/31/2020,Pasquotank County,NC,Elizabeth City,931,947,-0.0094,0.0101,0.0513,16474
1/31/2020,Marshall County,IA,Marshalltown,932,863,0.0182,0.025,-0.0007,13979
1/31/2020,Howell County,MO,West Plains,933,816,-0.0144,-0.0061,0.0138,3715
1/31/2020,Jackson County,NC,Cullowhee,934,1001,-0.0082,-0.031,-0.1298,13748
1/31/2020,Rio Arriba County,NM,Española,935,1150,0.0063,-0.036,-0.014,1499
1/31/2020,Ravalli County,MT,,936,1206,0.0259,-0.0045,0.0742,19415
1/31/2020,Fremont County,WY,Riverton,937,984,0.0033,0.0661,0.0859,11882
1/31/2020,Champaign County,OH,Urbana,938,988,-0.0041,-0.0075,0.0174,14731
1/31/2020,Okmulgee County,OK,Tulsa,939,831,-0.0019,-0.0158,0.0211,11854
1/31/2020,Okeechobee County,FL,Okeechobee,940,1371,0.0044,0.0265,-0.0078,9160
1/31/2020,Warren County,TN,McMinnville,941,578,-0.01,-0.0662,-0.2275,13670
1/31/2020,Knox County,ME,,942,1403,-0.0041,-0.016,0.0372,16472
1/31/2020,Murray County,GA,Dalton,943,1203,-0.004,0.0029,0.073,10511
1/31/2020,Person County,NC,Durham-Chapel Hill,944,1058,0.0211,0.0344,-0.0232,13149
1/31/2020,Floyd County,KY,,945,800,0.0071,-0.0257,-0.027,6363
1/31/2020,Marion County,IL,Centralia,946,905,-0.0074,-0.0233,-0.0219,1399
1/31/2020,Essex County,NY,,947,1724,-0.002,-0.0118,0.0297,22468
1/31/2020,Upshur County,TX,Longview,948,1361,0.0165,0.0407,0.0826,7140
1/31/2020,Clinton County,PA,Lock Haven,949,906,-0.0114,-0.0094,-0.004,14051
1/31/2020,Scott County,MO,Sikeston,950,829,0.0178,0.0282,0.0395,9515
1/31/2020,Mower County,MN,Austin,951,764,-0.0016,-0.0249,-0.0767,15733
1/31/2020,Hendry County,FL,Clewiston,952,1353,0.0064,-0.0013,-0.0324,7927
1/31/2020,Cheatham County,TN,Nashville-Davidson--Murfreesboro--Franklin,953,1338,0.0022,-0.0234,0.0559,16058
1/31/2020,Defiance County,OH,Defiance,954,947,0.0052,0.0031,0.0357,14585
1/31/2020,Cass County,IN,Logansport,955,814,-0.0236,-0.015,0.0146,13647
1/31/2020,Livingston County,IL,Pontiac,956,1154,0.0199,0.0314,0.1013,12512
1/31/2020,Colleton County,SC,,957,1226,0.0005,-0.0122,-0.0027,8532
1/31/2020,Jefferson County,IL,Mount Vernon,958,1008,-0.0069,-0.0086,0.0137,1445
1/31/2020,Waldo County,ME,,959,1220,-0.0021,-0.0115,-0.0354,6873
1/31/2020,Greene County,PA,,960,972,-0.0068,-0.0245,0.0083,1065
1/31/2020,Lawrence County,MO,,961,841,-0.0021,0.0452,0.0602,14704
1/31/2020,Chippewa County,MI,Sault Ste. Marie,962,868,-0.0188,-0.0235,0.0103,1738
1/31/2020,Knox County,IN,Vincennes,963,884,0.0055,0.0034,0.0461,13379
1/31/2020,Cooke County,TX,Gainesville,964,1298,-0.0039,0.0049,-0.0342,12642
1/31/2020,Douglas County,WA,Wenatchee,965,1566,-0.0013,-0.0391,-0.0323,12712
1/31/2020,Fayette County,TN,Memphis,966,1301,-0.0289,-0.0475,0.0931,15612
1/31/2020,Yadkin County,NC,Winston-Salem,967,1073,0.0123,-0.0185,0.0493,4811
1/31/2020,Amador County,CA,,968,1367,-0.0159,-0.0688,-0.0418,15717
1/31/2020,Caldwell County,TX,Austin-Round Rock,969,1289,0.012,0.0378,0.0038,10024
1/31/2020,Putnam County,IN,Indianapolis-Carmel-Anderson,970,991,-0.0009,-0.0411,0.003,13050
1/31/2020,Erath County,TX,Stephenville,971,1078,-0.0009,-0.0207,-0.0143,12274
1/31/2020,Manassas City,VA,Washington-Arlington-Alexandria,972,1703,0.0063,0.0183,0.0325,14112
1/31/2020,Isanti County,MN,Minneapolis-St. Paul-Bloomington,973,1367,0.0005,0.0117,0.0299,15614
1/31/2020,Talbot County,MD,Easton,974,1583,-0.0203,-0.0162,0.0065,17048
1/31/2020,Covington County,AL,,975,914,0.0278,0.0321,0.0442,13490
1/31/2020,Clinton County,IL,St. Louis,976,1091,-0.0067,-0.0294,0.0398,13837
1/31/2020,Oconto County,WI,Green Bay,977,913,-0.014,0.0203,0.0243,1276
1/31/2020,Williams County,OH,,978,914,0.0235,0.0028,0.0266,14741
1/31/2020,Warren County,VA,Washington-Arlington-Alexandria,979,1162,-0.0198,-0.0125,-0.0437,14462
1/31/2020,Madison County,ID,Rexburg,980,1001,-0.0176,-0.0178,0.0217,7436
1/31/2020,Newberry County,SC,Newberry,981,1199,0.0154,-0.0058,0.0916,5417
1/31/2020,Pontotoc County,OK,Ada,982,809,0.029,0.0252,0,12637
1/31/2020,Latah County,ID,Moscow,983,943,-0.0043,-0.0387,-0.062,1144
1/31/2020,Calloway County,KY,Murray,984,877,-0.0103,-0.0347,-0.023,4868
1/31/2020,Huntington County,IN,Huntington,985,868,0.02,0.0091,0.0117,14491
1/31/2020,Graves County,KY,Mayfield,986,818,-0.0259,-0.0286,-0.0061,8278
1/31/2020,Delta County,MI,Escanaba,987,979,0.011,0.034,0.0273,6675
1/31/2020,Fulton County,IL,Canton,988,927,0.0198,0.017,0.0008,1011
1/31/2020,Alcorn County,MS,Corinth,989,909,-0.0133,-0.0003,0.0626,10790
1/31/2020,Clatsop County,OR,Astoria,990,1519,0.0013,0.0021,0.0143,20109
1/31/2020,Monroe County,MS,,991,867,0.0023,0.0253,0.0319,9280
1/31/2020,Greenup County,KY,Huntington-Ashland,992,866,-0.0038,0.004,-0.0247,7868
1/31/2020,Miami County,IN,Peru,993,825,-0.0016,-0.0021,0.0181,12364
1/31/2020,Boone County,AR,Harrison,994,871,-0.0034,-0.0014,-0.0215,5928
1/31/2020,Coshocton County,OH,Coshocton,995,894,0.0022,-0.011,-0.0027,13645
1/31/2020,Gloucester County,VA,Virginia Beach-Norfolk-Newport News,996,1229,-0.0172,-0.0414,-0.0343,17927
1/31/2020,Jasper County,IA,Newton,997,921,0.0072,0.0187,-0.024,14505
1/31/2020,Addison County,VT,,998,1650,-0.004,0.0051,0.0359,1628
1/31/2020,Finney County,KS,Garden City,999,975,0.0091,0.0213,0.0127,10111
1/31/2020,Logan County,WV,Logan,1000,758,-0.0044,-0.0237,-0.0304,10225
1/31/2020,Dodge County,NE,Fremont,1001,959,-0.0025,0.0041,0.0376,13863
1/31/2020,Independence County,AR,Batesville,1002,807,-0.0155,0.0373,-0.0213,5319
1/31/2020,Houghton County,MI,Houghton,1003,961,-0.0107,0.0021,-0.0599,1497
1/31/2020,Steele County,MN,Owatonna,1004,1151,-0.0068,0.0138,0.0071,14054
1/31/2020,Summit County,UT,Summit Park,1005,2689,-0.0097,-0.0524,-0.0483,35173
1/31/2020,Ware County,GA,Waycross,1006,1014,0.0208,0.0196,0.121,12645
1/31/2020,Cowley County,KS,Arkansas City-Winfield,1007,784,-0.0045,-0.0239,0.0274,13168
1/31/2020,Albany County,WY,Laramie,1008,1069,-0.0084,0.0276,0.0847,12119
1/31/2020,Hale County,TX,Plainview,1009,1121,-0.0062,-0.0376,0.0311,2791
1/31/2020,Webster County,MO,Springfield,1010,865,0.0072,0.0266,0.0767,15663
1/31/2020,Scotland County,NC,Laurinburg,1011,985,0.025,0.0959,-0.0626,9376
1/31/2020,Perry County,OH,Columbus,1012,853,0.0123,0.0138,0.0345,10521
1/31/2020,Lee County,IL,Dixon,1013,748,0.0055,0.0098,-0.0395,13527
1/31/2020,Oneida County,WI,,1014,887,0.0277,0.0333,-0.0653,2838
1/31/2020,Saint Bernard Parish,LA,New Orleans-Metairie,1015,1009,0.0009,-0.0004,-0.0569,1220
1/31/2020,Lee County,IA,Fort Madison-Keokuk,1016,808,0.0068,0.011,-0.0227,13371
1/31/2020,Prince George County,VA,Richmond,1017,1309,-0.013,-0.0211,-0.008,10809
1/31/2020,Jasper County,TX,,1018,1245,0.003,-0.0052,0.0082,3880
1/31/2020,Cocke County,TN,Newport,1019,938,-0.0156,-0.0416,0.0215,12469
1/31/2020,Whitley County,KY,London,1020,870,0.0102,0.0073,0.0249,4335
1/31/2020,Wapello County,IA,Ottumwa,1021,796,0.0094,-0.0041,-0.0284,13327
1/31/2020,Clark County,KY,Lexington-Fayette,1022,929,0.0274,0.0647,-0.0322,12408
1/31/2020,Barry County,MO,,1023,868,-0.0012,0.0103,0.0675,12992
1/31/2020,Morgan County,IL,Jacksonville,1024,977,0.0006,0.0123,0.0418,4338
1/31/2020,Greenbrier County,WV,,1025,881,-0.0063,0.0221,0.0373,16264
1/31/2020,Montgomery County,KS,Coffeyville,1026,779,0.0127,-0.0011,0.0144,13823
1/31/2020,Carlton County,MN,Duluth,1027,1321,0.0019,-0.0117,0.0037,1946
1/31/2020,Isle of Wight County,VA,Virginia Beach-Norfolk-Newport News,1028,1304,-0.0109,0.0007,-0.0185,16419
1/31/2020,Bladen County,NC,,1029,988,-0.0104,-0.0067,0.0422,9592
1/31/2020,Hopkins County,TX,Sulphur Springs,1030,1251,-0.0149,-0.0014,-0.0177,22515
1/31/2020,Hill County,TX,,1031,1315,-0.0034,0.0319,0.0436,7015
1/31/2020,Howard County,TX,Big Spring,1032,1199,0.0166,-0.0159,-0.0166,12708
1/31/2020,Clarendon County,SC,,1033,997,-0.0015,-0.0313,-0.0083,11749
1/31/2020,Madison County,NE,Norfolk,1034,932,0.0053,0.0663,-0.0245,11764
1/31/2020,De Soto County,FL,Arcadia,1035,1388,0.0118,0.0143,-0.0012,7337
1/31/2020,Morrow County,OH,Columbus,1036,1029,0.0011,-0.0393,0.0148,11389
1/31/2020,Panola County,MS,,1037,912,-0.002,0.0328,-0.0054,9025
1/31/2020,Harvey County,KS,Wichita,1038,849,0.03,-0.0036,-0.0273,12503
1/31/2020,McClain County,OK,Oklahoma City,1039,1110,0.0176,0.0144,0.0939,9550
1/31/2020,Putnam County,OH,,1040,982,-0.0106,-0.0051,0.0475,7516
1/31/2020,Lincoln County,ME,,1041,1372,-0.0181,-0.0322,0.0078,12504
1/31/2020,Williamsburg County,SC,,1042,1089,-0.0218,-0.0126,0.0301,9325
1/31/2020,Adams County,IN,Decatur,1043,958,-0.0147,-0.0716,0.0619,11023
1/31/2020,Geary County,KS,Junction City,1044,842,-0.0022,0.0173,-0.0352,10551
1/31/2020,Lawrence County,AL,Decatur,1045,866,-0.0006,-0.0074,-0.0589,9092
1/31/2020,Lincoln County,OK,Oklahoma City,1046,863,0.0108,0.008,0.01,10879
1/31/2020,Effingham County,IL,Effingham,1047,1124,-0.001,-0.0062,0.0454,11995
1/31/2020,Chambers County,AL,Valley,1048,875,0.0209,0.0235,0.0294,13249
1/31/2020,Macon County,NC,,1049,1236,-0.0064,-0.0179,0.0046,24309
1/31/2020,Dare County,NC,Kill Devil Hills,1050,1569,0.0198,0.0589,0.1084,42120
1/31/2020,Fannin County,TX,Bonham,1051,1218,0.0102,-0.0357,-0.03,11605
1/31/2020,Ford County,KS,Dodge City,1052,841,0.0012,0.0051,0.0248,9459
1/31/2020,Washington County,TX,Brenham,1053,1369,0.0198,0.0578,0.1138,10531
1/31/2020,Sioux County,IA,,1054,948,0.0199,0.0217,0.0021,11313
1/31/2020,Preston County,WV,Morgantown,1055,896,0.008,0.0169,-0.0036,13023
1/31/2020,Gibson County,IN,,1056,981,0.0132,-0.0067,0.0845,13254
1/31/2020,Jasper County,IN,Chicago-Naperville-Elgin,1057,1116,-0.0076,0.0079,0.0741,11730
1/31/2020,Kendall County,TX,San Antonio-New Braunfels,1058,1722,0.0056,0.0226,0.0666,13786
1/31/2020,Lafayette County,MO,Kansas City,1059,857,0.0007,0.0271,0.0324,14671
1/31/2020,Marion County,IA,Pella,1060,941,0.0049,0.0091,-0.0845,12737
1/31/2020,Jackson County,OH,Jackson,1061,946,0.0286,-0.0035,0.034,10690
1/31/2020,Morrison County,MN,,1062,1328,0.0287,0.0352,0.0651,14587
1/31/2020,Greene County,IN,,1063,858,-0.01,-0.0093,0.0323,12519
1/31/2020,Louisa County,VA,,1064,1405,0.0171,0.0142,0.0212,14936
1/31/2020,McCurtain County,OK,,1065,811,0.003,-0.0054,-0.0093,8163
1/31/2020,Botetourt County,VA,Roanoke,1066,1244,0.0123,-0.0114,-0.0002,15770
1/31/2020,Huron County,MI,,1067,858,-0.0067,-0.027,-0.009,1730
1/31/2020,Caroline County,MD,,1068,1432,0.009,0.0142,-0.0042,11451
1/31/2020,Coos County,NH,Berlin,1069,1302,-0.0103,-0.0217,0.1057,18906
1/31/2020,Taos County,NM,Taos,1070,1200,-0.0074,-0.0199,0.0061,3089
1/31/2020,Hot Spring County,AR,Malvern,1071,850,0.0109,0.0421,0.0864,10678
1/31/2020,Wabash County,IN,Wabash,1072,865,0.0025,0.0005,0.0102,12103
1/31/2020,Sumter County,GA,Americus,1073,998,0.007,-0.0193,0.0409,9510
1/31/2020,Oconee County,GA,Athens-Clarke County,1074,1464,-0.0219,-0.0246,-0.0036,18435
1/31/2020,Miami County,KS,Kansas City,1075,1023,0.0186,0.0171,-0.0265,13346
1/31/2020,Schoharie County,NY,Albany-Schenectady-Troy,1076,1525,-0.0085,-0.0162,0.0398,10828
1/31/2020,Mecklenburg County,VA,,1077,1048,0.0096,0.0463,0.1111,16143
1/31/2020,Emmet County,MI,,1078,1085,-0.022,-0.0344,-0.0208,3048
1/31/2020,McDonough County,IL,Macomb,1079,726,0.0032,0.0258,-0.0255,8515
1/31/2020,Uintah County,UT,Vernal,1080,868,-0.0108,0.0193,0.0147,10240
1/31/2020,Jefferson County,IN,Madison,1081,911,-0.0028,-0.029,0.025,11755
1/31/2020,Petersburg City,VA,Richmond,1082,946,-0.0018,-0.0034,0.0259,12320
1/31/2020,Titus County,TX,Mount Pleasant,1083,1255,-0.006,-0.0129,-0.014,9072
1/31/2020,Henry County,TN,Paris,1084,964,0.0223,0.0392,0.0551,11736
1/31/2020,Leflore County,MS,Greenwood,1085,884,-0.0119,-0.016,0.0022,8685
1/31/2020,Platte County,NE,Columbus,1086,930,0.0011,-0.0313,-0.1558,11523
1/31/2020,Claiborne County,TN,,1087,944,-0.0148,-0.0134,0.0267,11919
1/31/2020,Smyth County,VA,,1088,908,-0.0157,-0.0815,-0.0056,10400
1/31/2020,Hardin County,OH,,1089,910,0.0046,-0.0186,0.0243,8421
1/31/2020,Harris County,GA,Columbus,1090,1287,-0.012,0.0043,0.0418,14258
1/31/2020,Brookings County,SD,Brookings,1091,947,-0.0185,0.0284,-0.0339,10274
1/31/2020,Knox County,KY,London,1092,821,-0.0197,-0.0248,0.0041,7828
1/31/2020,Bee County,TX,Beeville,1093,1283,0.0024,-0.0053,0.0184,2305
1/31/2020,Ottawa County,OK,Miami,1094,816,-0.0006,0.0013,0.0358,10087
1/31/2020,Rhea County,TN,Dayton,1095,948,-0.0252,-0.0286,0.0076,10967
1/31/2020,Obion County,TN,Union City,1096,908,0.0026,0.0287,0.0927,11193
1/31/2020,Franklin County,AL,,1097,812,-0.0053,-0.0407,-0.0559,10405
1/31/2020,Daviess County,IN,Washington,1098,938,-0.013,-0.0243,0.0632,10949
1/31/2020,Muhlenberg County,KY,Central City,1099,818,0.0097,0.0102,0.0035,5266
1/31/2020,Juneau Borough,AK,Juneau,1100,1885,-0.0201,-0.002,0.047,9554
1/31/2020,Caledonia County,VT,,1101,1365,0.0123,-0.019,-0.0313,1954
1/31/2020,Polk County,MO,Springfield,1102,854,0.0058,0.0592,0.0564,12785
1/31/2020,Delta County,CO,,1103,1518,0.0075,0.0049,0.0495,7975
1/31/2020,Clare County,MI,,1104,848,-0.0014,0.0077,0.0147,2540
1/31/2020,Marion County,AL,,1105,813,-0.0107,-0.0241,-0.0224,9165
1/31/2020,Franklin County,ME,,1106,1251,0.0175,0.0216,0.0256,7761
1/31/2020,Marshall County,TN,Lewisburg,1107,1129,-0.0048,-0.0014,-0.0103,12000
1/31/2020,Cass County,TX,,1108,1135,-0.0084,0.0054,0.0057,10784
1/31/2020,Logan County,IL,Lincoln,1109,921,0.0018,-0.0003,-0.0199,1043
1/31/2020,Bryan County,GA,Savannah,1110,1337,-0.0052,-0.0071,-0.0185,16795
1/31/2020,Montgomery County,IL,,1111,925,0.0078,0.025,0.044,1730
1/31/2020,Wayne County,GA,Jesup,1112,951,0.0057,0.0094,0.0277,8409
1/31/2020,Garrett County,MD,,1113,977,0.0024,0.0157,-0.1261,16147
1/31/2020,Stoddard County,MO,,1114,822,0.0112,0.049,0.0135,11565
1/31/2020,Lumpkin County,GA,,1115,1211,-0.0102,-0.0321,-0.0416,12410
1/31/2020,Jefferson County,WA,,1116,1672,0.0041,0.004,0.0373,15247
1/31/2020,Pine County,MN,,1117,1391,-0.0058,0.0134,0.0315,10313
1/31/2020,Iroquois County,IL,,1118,1211,-0.0132,-0.0224,-0.0271,1510
1/31/2020,Caddo County,OK,,1119,799,0.0049,0.0431,0.0191,8852
1/31/2020,Alpena County,MI,Alpena,1120,854,-0.0009,0.0025,-0.0101,1688
1/31/2020,Grant County,NM,Silver City,1121,885,0.0256,0.0439,0.0707,6535
1/31/2020,Giles County,TN,,1122,1125,0.019,0.0592,0.0713,11165
1/31/2020,Sunflower County,MS,Indianola,1123,808,-0.0002,0.0039,-0.0015,7289
1/31/2020,Copiah County,MS,Jackson,1124,805,0.0035,0.0198,-0.0452,8358
1/31/2020,Pickens County,GA,Atlanta-Sandy Springs-Roswell,1125,1342,-0.0067,-0.013,0.0232,15908
1/31/2020,Randolph County,WV,Elkins,1126,854,0.0001,0.0093,-0.0302,11530
1/31/2020,San Miguel County,NM,Las Vegas,1127,1134,-0.0209,-0.0044,0.0231,1479
1/31/2020,Harlan County,KY,,1128,805,-0.0048,-0.0206,0.0299,8334
1/31/2020,Wythe County,VA,,1129,1105,0.0227,0.0086,0.0326,10301
1/31/2020,Jackson County,WV,,1130,833,0.0034,-0.0064,-0.0079,8961
1/31/2020,McPherson County,KS,McPherson,1131,935,0.0121,0.0003,-0.0149,11124
1/31/2020,Sheridan County,WY,Sheridan,1132,1073,-0.0192,-0.0228,0.0605,14401
1/31/2020,Fayette County,OH,Washington Court House,1133,936,-0.0071,-0.0026,0.004,10995
1/31/2020,Union County,SC,Spartanburg,1134,1124,0.0077,0.0092,0.0933,2079
1/31/2020,Orange County,VT,Claremont-Lebanon,1135,1438,-0.0047,-0.0263,-0.0141,1601
1/31/2020,Tate County,MS,Memphis,1136,969,-0.0137,-0.0186,-0.017,7793
1/31/2020,Carroll County,OH,Canton-Massillon,1137,904,-0.0109,-0.0099,0.0403,9597
1/31/2020,Ripley County,IN,,1138,906,-0.0129,-0.0394,0.0005,13673
1/31/2020,Haralson County,GA,Atlanta-Sandy Springs-Roswell,1139,1204,0.0064,0.0282,0.0746,9224
1/31/2020,Lake County,MT,,1140,1050,-0.0119,-0.0363,-0.0989,12432
1/31/2020,Van Wert County,OH,Van Wert,1141,947,-0.0081,0.0082,0.0436,7969
1/31/2020,Lincoln County,WI,Merrill,1142,975,0.0134,0.0603,0.04,1370
1/31/2020,Perry County,KY,,1143,790,0.0207,-0.0003,-0.0085,2685
1/31/2020,Mason County,MI,Ludington,1144,884,-0.0033,0.0417,-0.0439,1840
1/31/2020,Bell County,KY,Middlesborough,1145,839,0.0067,-0.0217,0.0016,4408
1/31/2020,Jones County,GA,Macon-Bibb County,1146,1116,-0.0074,0.0104,0.0332,8663
1/31/2020,Meade County,KY,Elizabethtown-Fort Knox,1147,865,0.0047,-0.0004,-0.0009,1982
1/31/2020,Cass County,MN,Brainerd,1148,1252,0.0057,0.0401,0.0703,12714
1/31/2020,Jennings County,IN,North Vernon,1149,924,0.0024,-0.0219,0.0225,8755
1/31/2020,Carroll County,TN,,1150,921,0.0227,0.0575,0.0435,9897
1/31/2020,Ellis County,KS,Hays,1151,880,0.0056,0.0208,-0.0428,10931
1/31/2020,Boyle County,KY,Danville,1152,946,0.0051,0.0136,0.0083,5856
1/31/2020,Gilmer County,GA,,1153,1310,0.017,0.0023,0.0503,19653
1/31/2020,Scott County,MS,,1154,897,0.0175,0.0046,-0.0392,6600
1/31/2020,Washington County,IN,Louisville/Jefferson County,1155,973,0.0009,-0.024,0.0248,9057
1/31/2020,Saint Francis County,AR,Forrest City,1156,707,-0.0101,-0.0284,-0.0349,6083
1/31/2020,Marion County,TN,Chattanooga,1157,1072,0.0014,-0.0017,0.0185,10105
1/31/2020,Henry County,OH,,1158,956,-0.0048,-0.0151,0.0177,10319
1/31/2020,Mineral County,WV,Cumberland,1159,898,0.0089,0.0272,0.0054,11893
1/31/2020,Park County,WY,,1160,1070,0.0033,0.0134,-0.0139,12860
1/31/2020,Glenn County,CA,,1161,1835,-0.0018,0.0097,0.0911,7727
1/31/2020,Madison County,GA,Athens-Clarke County,1162,1265,0.0244,0.0205,0.0402,9902
1/31/2020,Palo Pinto County,TX,Mineral Wells,1163,1147,-0.0095,-0.0217,-0.0239,11394
1/31/2020,Powhatan County,VA,Richmond,1164,1518,-0.0025,0.0046,0.0287,12387
1/31/2020,Dinwiddie County,VA,Richmond,1165,1237,0.0005,-0.0117,0.0302,9831
1/31/2020,Morehouse Parish,LA,Bastrop,1166,922,0.0083,-0.0332,-0.1014,7735
