Zipcode,State,CountyName,State Latitude,State Longitude,ZipLatitude,ZipLongitude
7022,NJ,Bergen County,39.833851,-74.871826,40.81,-74
50112,IA,Poweshiek County,42.032974,-93.581543,41.74,-92.72
80549,CO,Larimer County,39.113014,-105.358887,40.7,-105
16511,PA,Erie County,41.203323,-77.194527,42.12,-80.08
45669,OH,Lawrence County,40.367474,-82.996216,38.43,-82.38
36613,AL,Mobile County,32.31823,-86.902298,30.76,-88.12
8863,NJ,Middlesex County,39.833851,-74.871826,40.54,-74.31
85054,AZ,Maricopa County,34.048927,-111.093735,33.67,-111.95
35204,AL,Jefferson County,32.31823,-86.902298,33.52,-86.79
38060,TN,Fayette County,35.860119,-86.660156,35.22,-89.51
28657,NC,Avery County,35.782169,-80.793457,36.08,-81.92
15906,PA,Cambria County,41.203323,-77.194527,40.32,-78.91
80435,CO,Summit County,39.113014,-105.358887,39.62,-106.03
65809,MO,Greene County,38.573936,-92.60376,37.19,-93.28
83669,ID,Ada County,44.068203,-114.742043,43.72,-116.49
80018,CO,Arapahoe County,39.113014,-105.358887,39.69,-104.81
11742,NY,Suffolk County,43,-75,40.81,-73.04
71241,LA,Union Parish,30.39183,-92.329102,32.77,-92.4
95073,CA,Santa Cruz County,36.778259,-119.417931,37.02,-121.94
64501,MO,Buchanan County,38.573936,-92.60376,39.76,-94.85
19004,PA,Montgomery County,41.203323,-77.194527,40.01,-75.22
66611,KS,Shawnee County,38.5,-98,39.03,-95.69
8609,NJ,Mercer County,39.833851,-74.871826,40.22,-74.76
8004,NJ,Camden County,39.833851,-74.871826,39.76,-74.85
28333,NC,Wayne County,35.782169,-80.793457,35.27,-78.03
43103,OH,Pickaway County,40.367474,-82.996216,39.71,-82.95
34428,FL,Citrus County,27.994402,-81.760254,28.9,-82.59
76230,TX,Montague County,31,-100,33.55,-97.84
30268,GA,Fulton County,33.247875,-83.441162,33.52,-84.66
80621,CO,Weld County,39.113014,-105.358887,40.08,-104.8
58301,ND,Ramsey County,47.650589,-100.437012,48.11,-98.87
77078,TX,Harris County,31,-100,29.76,-95.38
85344,AZ,La Paz County,34.048927,-111.093735,33.99,-114.23
58854,ND,McKenzie County,47.650589,-100.437012,47.8,-103.27
99623,AK,Matanuska Susitna Borough,66.160507,-153.369141,61.61,-149.58
45806,OH,Allen County,40.367474,-82.996216,40.68,-84.12
2563,MA,Barnstable County,42.407211,-71.382439,41.75,-70.49
20781,MD,Prince Georges County,39.045753,-76.641273,38.95,-76.95
62918,IL,Williamson County,40,-89,37.76,-89.08
36064,AL,Montgomery County,32.31823,-86.902298,32.3,-86.08
14625,NY,Monroe County,43,-75,43.16,-77.61
60545,IL,Kendall County,40,-89,41.66,-88.53
71052,LA,De Soto Parish,30.39183,-92.329102,32.03,-93.7
32643,FL,Alachua County,27.994402,-81.760254,29.82,-82.59
81505,CO,Mesa County,39.113014,-105.358887,39.08,-108.55
34217,FL,Manatee County,27.994402,-81.760254,27.46,-82.69
29691,SC,Oconee County,33.836082,-81.163727,34.77,-83.06
33170,FL,Miami-Dade County,27.994402,-81.760254,25.77,-80.2
36610,AL,Mobile County,32.31823,-86.902298,30.68,-88.04
3909,ME,York County,45.367584,-68.972168,43.14,-70.65
62010,IL,Madison County,40,-89,38.9,-90.04
66226,KS,Johnson County,38.5,-98,38.9,-94.68
7062,NJ,Union County,39.833851,-74.871826,40.63,-74.4
38751,MS,Sunflower County,33,-90,33.44,-90.64
8512,NJ,Middlesex County,39.833851,-74.871826,40.31,-74.51
53563,WI,Rock County,44.5,-89.5,42.77,-88.94
33868,FL,Polk County,27.994402,-81.760254,28.18,-81.82
89109,NV,Clark County,39.876019,-117.224121,36.11,-115.12
67219,KS,Sedgwick County,38.5,-98,37.68,-97.34
63670,MO,Sainte Genevieve County,38.573936,-92.60376,37.97,-90.04
35125,AL,Saint Clair County,32.31823,-86.902298,33.56,-86.27
70529,LA,Lafayette Parish,30.39183,-92.329102,30.23,-92.19
4915,ME,Waldo County,45.367584,-68.972168,44.42,-69.02
98346,WA,Kitsap County,47.751076,-120.740135,47.81,-122.53
42345,KY,Muhlenberg County,37.839333,-84.27002,37.2,-87.17
93212,CA,Kings County,36.778259,-119.417931,36.07,-119.53
74868,OK,Seminole County,36.084621,-96.921387,35.23,-96.64
19102,PA,Philadelphia County,41.203323,-77.194527,39.95,-75.16
28723,NC,Jackson County,35.782169,-80.793457,35.31,-83.17
1462,MA,Worcester County,42.407211,-71.382439,42.59,-71.72
60410,IL,Will County,40,-89,41.43,-88.21
50588,IA,Buena Vista County,42.032974,-93.581543,42.64,-95.19
34604,FL,Hernando County,27.994402,-81.760254,28.48,-82.42
35906,AL,Etowah County,32.31823,-86.902298,33.92,-86.08
16901,PA,Tioga County,41.203323,-77.194527,41.74,-77.3
49007,MI,Kalamazoo County,44.182205,-84.506836,42.27,-85.58
22960,VA,Orange County,37.926868,-78.024902,38.24,-78.11
31082,GA,Washington County,33.247875,-83.441162,32.98,-82.81
61548,IL,Woodford County,40,-89,40.79,-89.36
29161,SC,Florence County,33.836082,-81.163727,34.13,-79.94
16354,PA,Crawford County,41.203323,-77.194527,41.62,-79.67
6239,CT,Windham County,41.599998,-72.699997,41.8,-71.88
28778,NC,Buncombe County,35.782169,-80.793457,35.6,-82.39
23510,VA,Norfolk City,37.926868,-78.024902,36.84,-76.28
60712,IL,Cook County,40,-89,42,-87.73
44044,OH,Lorain County,40.367474,-82.996216,41.28,-82.03
87020,NM,Cibola County,34.307144,-106.018066,35.15,-107.83
64075,MO,Jackson County,38.573936,-92.60376,39,-94.12
60523,IL,DuPage County,40,-89,41.83,-87.95
21047,MD,Harford County,39.045753,-76.641273,39.52,-76.42
48360,MI,Oakland County,44.182205,-84.506836,42.78,-83.24
98019,WA,King County,47.751076,-120.740135,47.73,-121.93
95320,CA,San Joaquin County,36.778259,-119.417931,37.83,-121.03
12586,NY,Orange County,43,-75,41.55,-74.18
26452,WV,Lewis County,39,-80.5,39.04,-80.46
70544,LA,Saint Mary Parish,30.39183,-92.329102,29.91,-91.67
22827,VA,Rockingham County,37.926868,-78.024902,38.41,-78.61
91708,CA,San Bernardino County,36.778259,-119.417931,34.02,-117.68
64105,MO,Jackson County,38.573936,-92.60376,39.09,-94.58
33330,FL,Broward County,27.994402,-81.760254,26.14,-80.13
4412,ME,Penobscot County,45.367584,-68.972168,44.77,-68.73
35634,AL,Lauderdale County,32.31823,-86.902298,34.82,-87.66
53963,WI,Fond du Lac County,44.5,-89.5,43.63,-88.73
77807,TX,Brazos County,31,-100,30.66,-96.36
20882,MD,Montgomery County,39.045753,-76.641273,39.14,-77.21
1879,MA,Middlesex County,42.407211,-71.382439,42.68,-71.41
57069,SD,Clay County,44.5,-100,42.78,-96.92
7885,NJ,Morris County,39.833851,-74.871826,40.89,-74.58
97403,OR,Lane County,44,-120.5,44.03,-123.05
10528,NY,Westchester County,43,-75,41.02,-73.72
95006,CA,Santa Cruz County,36.778259,-119.417931,37.16,-122.15
79756,TX,Ward County,31,-100,31.63,-103.06
48895,MI,Ingham County,44.182205,-84.506836,42.68,-84.28
47804,IN,Vigo County,40.273502,-86.126976,39.47,-87.38
7932,NJ,Morris County,39.833851,-74.871826,40.77,-74.39
44090,OH,Lorain County,40.367474,-82.996216,41.16,-82.22
17102,PA,Dauphin County,41.203323,-77.194527,40.27,-76.88
61523,IL,Peoria County,40,-89,40.91,-89.49
81006,CO,Pueblo County,39.113014,-105.358887,38.27,-104.62
74023,OK,Payne County,36.084621,-96.921387,35.97,-96.76
44471,OH,Mahoning County,40.367474,-82.996216,41.05,-80.59
36206,AL,Calhoun County,32.31823,-86.902298,33.66,-85.81
60176,IL,Cook County,40,-89,41.95,-87.87
48122,MI,Wayne County,44.182205,-84.506836,42.28,-83.17
85004,AZ,Maricopa County,34.048927,-111.093735,33.44,-112.07
60558,IL,Cook County,40,-89,41.8,-87.9
11416,NY,Queens County,43,-75,40.69,-73.85
8051,NJ,Gloucester County,39.833851,-74.871826,39.78,-75.17
17113,PA,Dauphin County,41.203323,-77.194527,40.27,-76.88
19540,PA,Berks County,41.203323,-77.194527,40.28,-75.98
70346,LA,Ascension Parish,30.39183,-92.329102,30.09,-90.99
18324,PA,Pike County,41.203323,-77.194527,41.09,-75
1082,MA,Hampshire County,42.407211,-71.382439,42.25,-72.24
720,LA,Lafayette Parish,30.39183,-92.329102,18.22,-66.39
61301,IL,La Salle County,40,-89,41.34,-89.09
6608,CT,Fairfield County,41.599998,-72.699997,41.18,-73.19
29510,SC,Georgetown County,33.836082,-81.163727,33.44,-79.56
65233,MO,Cooper County,38.573936,-92.60376,38.96,-92.74
37381,TN,Rhea County,35.860119,-86.660156,35.68,-84.86
28425,NC,Pender County,35.782169,-80.793457,34.55,-77.92
95334,CA,Merced County,36.778259,-119.417931,37.34,-120.75
70445,LA,Saint Tammany Parish,30.39183,-92.329102,30.3,-89.92
43021,OH,Delaware County,40.367474,-82.996216,40.22,-82.88
20872,MD,Montgomery County,39.045753,-76.641273,39.27,-77.2
60554,IL,Kane County,40,-89,41.76,-88.45
44408,OH,Columbiana County,40.367474,-82.996216,40.88,-80.68
77068,TX,Harris County,31,-100,29.76,-95.38
1463,MA,Middlesex County,42.407211,-71.382439,42.66,-71.58
98148,WA,King County,47.751076,-120.740135,47.44,-122.31
38462,TN,Lewis County,35.860119,-86.660156,35.55,-87.55
46184,IN,Johnson County,40.273502,-86.126976,39.55,-86.08
8628,NJ,Mercer County,39.833851,-74.871826,40.22,-74.76
57785,SD,Meade County,44.5,-100,44.41,-103.51
97479,OR,Douglas County,44,-120.5,43.41,-123.11
11436,NY,Queens County,43,-75,40.68,-73.78
61607,IL,Peoria County,40,-89,40.74,-89.6
97089,OR,Clackamas County,44,-120.5,45.42,-122.45
50327,IA,Polk County,42.032974,-93.581543,41.58,-93.49
84087,UT,Davis County,39.41922,-111.950684,40.89,-111.93
30531,GA,Habersham County,33.247875,-83.441162,34.51,-83.52
68133,NE,Sarpy County,41.5,-100,41.15,-96.04
93465,CA,San Luis Obispo County,36.778259,-119.417931,35.54,-120.75
30525,GA,Rabun County,33.247875,-83.441162,34.87,-83.4
54971,WI,Fond du Lac County,44.5,-89.5,43.84,-88.84
85003,AZ,Maricopa County,34.048927,-111.093735,33.45,-112.07
46802,IN,Allen County,40.273502,-86.126976,41.07,-85.13
85131,AZ,Pinal County,34.048927,-111.093735,32.65,-111.59
12211,NY,Albany County,43,-75,42.66,-73.79
72067,AR,Cleburne County,34.799999,-92.199997,35.56,-92.2
21788,MD,Frederick County,39.045753,-76.641273,39.62,-77.4
76645,TX,Hill County,31,-100,32,-97.11
49103,MI,Berrien County,44.182205,-84.506836,41.94,-86.34
32640,FL,Putnam County,27.994402,-81.760254,29.59,-82.08
32204,FL,Duval County,27.994402,-81.760254,30.33,-81.65
44432,OH,Columbiana County,40.367474,-82.996216,40.77,-80.76
32814,FL,Orange County,27.994402,-81.760254,28.5,-81.37
35653,AL,Franklin County,32.31823,-86.902298,34.5,-87.72
76164,TX,Tarrant County,31,-100,32.75,-97.33
7974,NJ,Union County,39.833851,-74.871826,40.7,-74.4
11764,NY,Suffolk County,43,-75,40.93,-72.98
19475,PA,Chester County,41.203323,-77.194527,40.17,-75.54
38068,TN,Fayette County,35.860119,-86.660156,35.23,-89.35
3570,NH,Coos County,44,-71.5,44.48,-71.25
59711,MT,Deer Lodge County,46.96526,-109.533691,46.12,-112.97
47119,IN,Floyd County,40.273502,-86.126976,38.31,-85.86
2113,MA,Suffolk County,42.407211,-71.382439,42.35,-71.06
29401,SC,Charleston County,33.836082,-81.163727,32.78,-79.99
17003,PA,Lebanon County,41.203323,-77.194527,40.33,-76.5
95368,CA,Stanislaus County,36.778259,-119.417931,37.71,-121.09
82633,WY,Converse County,43.07597,-107.290283,42.75,-105.39
14586,NY,Monroe County,43,-75,43.03,-77.69
1754,MA,Middlesex County,42.407211,-71.382439,42.42,-71.45
33954,FL,Charlotte County,27.994402,-81.760254,26.98,-82.1
46617,IN,Saint Joseph County,40.273502,-86.126976,41.67,-86.26
19734,DE,New Castle County,39,-75.5,39.39,-75.69
42602,KY,Clinton County,37.839333,-84.27002,36.69,-85.13
2769,MA,Bristol County,42.407211,-71.382439,41.83,-71.26
2921,RI,Providence County,41.700001,-71.5,41.76,-71.48
34429,FL,Citrus County,27.994402,-81.760254,28.9,-82.59
32680,FL,Dixie County,27.994402,-81.760254,29.59,-82.98
27958,NC,Currituck County,35.782169,-80.793457,36.48,-76.13
61462,IL,Warren County,40,-89,40.91,-90.64
72530,AR,Cleburne County,34.799999,-92.199997,35.66,-91.93
44890,OH,Huron County,40.367474,-82.996216,41.05,-82.72
98948,WA,Yakima County,47.751076,-120.740135,46.28,-120.25
57005,SD,Minnehaha County,44.5,-100,43.59,-96.57
78756,TX,Travis County,31,-100,30.26,-97.74
37764,TN,Sevier County,35.860119,-86.660156,35.97,-83.62
70647,LA,Calcasieu Parish,30.39183,-92.329102,30.23,-93.01
28457,NC,Pender County,35.782169,-80.793457,34.43,-77.88
8201,NJ,Atlantic County,39.833851,-74.871826,39.42,-74.49
11576,NY,Nassau County,43,-75,40.79,-73.64
63044,MO,Saint Louis County,38.573936,-92.60376,38.76,-90.42
89703,NV,Carson City,39.876019,-117.224121,39.16,-119.86
18071,PA,Carbon County,41.203323,-77.194527,40.8,-75.61
39819,GA,Decatur County,33.247875,-83.441162,30.8,-84.5
14870,NY,Steuben County,43,-75,42.16,-77.09
6120,CT,Hartford County,41.599998,-72.699997,41.76,-72.68
77094,TX,Harris County,31,-100,29.76,-95.38
7604,NJ,Bergen County,39.833851,-74.871826,40.86,-74.07
98077,WA,King County,47.751076,-120.740135,47.75,-122.04
17702,PA,Lycoming County,41.203323,-77.194527,41.23,-77.03
93636,CA,Madera County,36.778259,-119.417931,36.93,-119.83
46259,IN,Marion County,40.273502,-86.126976,39.77,-86.14
7009,NJ,Essex County,39.833851,-74.871826,40.85,-74.22
90701,CA,Los Angeles County,36.778259,-119.417931,33.86,-118.08
92325,CA,San Bernardino County,36.778259,-119.417931,34.25,-117.3
93109,CA,Santa Barbara County,36.778259,-119.417931,34.4,-119.72
64124,MO,Jackson County,38.573936,-92.60376,39.09,-94.58
79901,TX,El Paso County,31,-100,31.84,-106.43
95304,CA,San Joaquin County,36.778259,-119.417931,37.69,-121.39
49837,MI,Delta County,44.182205,-84.506836,45.85,-87.02
28138,NC,Rowan County,35.782169,-80.793457,35.55,-80.4
49097,MI,Kalamazoo County,44.182205,-84.506836,42.12,-85.53
83340,ID,Blaine County,44.068203,-114.742043,43.77,-114.62
44062,OH,Geauga County,40.367474,-82.996216,41.45,-81.07
29702,SC,Cherokee County,33.836082,-81.163727,35.12,-81.51
8620,NJ,Mercer County,39.833851,-74.871826,40.22,-74.76
69301,NE,Box Butte County,41.5,-100,42.1,-102.87
68850,NE,Dawson County,41.5,-100,40.77,-99.74
17872,PA,Northumberland County,41.203323,-77.194527,40.78,-76.55
28731,NC,Henderson County,35.782169,-80.793457,35.27,-82.44
8079,NJ,Salem County,39.833851,-74.871826,39.56,-75.47
35555,AL,Fayette County,32.31823,-86.902298,33.69,-87.83
23664,VA,Hampton City,37.926868,-78.024902,37.04,-76.29
27298,NC,Randolph County,35.782169,-80.793457,35.85,-79.57
63390,MO,Warren County,38.573936,-92.60376,38.82,-91.02
92252,CA,San Bernardino County,36.778259,-119.417931,34.15,-116.27
28621,NC,Surry County,35.782169,-80.793457,36.25,-80.84
42261,KY,Butler County,37.839333,-84.27002,37.21,-86.7
16407,PA,Erie County,41.203323,-77.194527,41.92,-79.63
92067,CA,San Diego County,36.778259,-119.417931,33.02,-117.19
15037,PA,Allegheny County,41.203323,-77.194527,40.27,-79.88
92313,CA,San Bernardino County,36.778259,-119.417931,34.03,-117.31
76426,TX,Wise County,31,-100,33.2,-97.75
70548,LA,Vermilion Parish,30.39183,-92.329102,30,-92.28
19086,PA,Delaware County,41.203323,-77.194527,39.89,-75.37
14605,NY,Monroe County,43,-75,43.16,-77.61
65049,MO,Camden County,38.573936,-92.60376,38.18,-92.62
24293,VA,Wise County,37.926868,-78.024902,36.97,-82.58
23002,VA,Amelia County,37.926868,-78.024902,37.34,-77.96
37397,TN,Marion County,35.860119,-86.660156,35.2,-85.51
90755,CA,Los Angeles County,36.778259,-119.417931,33.8,-118.16
73134,OK,Oklahoma County,36.084621,-96.921387,35.46,-97.51
17340,PA,Adams County,41.203323,-77.194527,39.74,-77.08
46550,IN,Elkhart County,40.273502,-86.126976,41.44,-85.98
84066,UT,Duchesne County,39.41922,-111.950684,40.28,-110
45404,OH,Montgomery County,40.367474,-82.996216,39.77,-84.19
77418,TX,Austin County,31,-100,29.94,-96.25
4730,ME,Aroostook County,45.367584,-68.972168,46.11,-67.83
68522,NE,Lancaster County,41.5,-100,40.81,-96.68
28612,NC,Burke County,35.782169,-80.793457,35.66,-81.49
98611,WA,Cowlitz County,47.751076,-120.740135,46.29,-122.95
29127,SC,Newberry County,33.836082,-81.163727,34.21,-81.53
57107,SD,Minnehaha County,44.5,-100,43.54,-96.73
78639,TX,Llano County,31,-100,30.66,-98.45
6268,CT,Tolland County,41.599998,-72.699997,41.8,-72.25
34947,FL,Saint Lucie County,27.994402,-81.760254,27.44,-80.32
95742,CA,Sacramento County,36.778259,-119.417931,38.57,-121.17
56472,MN,Crow Wing County,46.39241,-94.63623,46.6,-94.32
35660,AL,Colbert County,32.31823,-86.902298,34.75,-87.7
76667,TX,Limestone County,31,-100,31.67,-96.48
95811,CA,Sacramento County,36.778259,-119.417931,38.59,-121.49
13357,NY,Herkimer County,43,-75,43.01,-75.04
27052,NC,Stokes County,35.782169,-80.793457,36.29,-80.13
46407,IN,Lake County,40.273502,-86.126976,41.59,-87.34
87004,NM,Sandoval County,34.307144,-106.018066,35.31,-106.55
32561,FL,Santa Rosa County,27.994402,-81.760254,30.36,-87.17
2330,MA,Plymouth County,42.407211,-71.382439,41.88,-70.76
22443,VA,Westmoreland County,37.926868,-78.024902,38.25,-76.97
2465,MA,Middlesex County,42.407211,-71.382439,42.35,-71.22
2744,MA,Bristol County,42.407211,-71.382439,41.66,-70.93
49107,MI,Berrien County,44.182205,-84.506836,41.82,-86.36
62454,IL,Crawford County,40,-89,39,-87.74
10803,NY,Westchester County,43,-75,40.91,-73.8
92657,CA,Orange County,36.778259,-119.417931,33.6,-117.82
76905,TX,Tom Green County,31,-100,31.44,-100.45
28730,NC,Buncombe County,35.782169,-80.793457,35.52,-82.4
91108,CA,Los Angeles County,36.778259,-119.417931,34.12,-118.11
36105,AL,Montgomery County,32.31823,-86.902298,32.35,-86.28
63935,MO,Ripley County,38.573936,-92.60376,36.62,-90.82
15084,PA,Allegheny County,41.203323,-77.194527,40.6,-79.76
45305,OH,Greene County,40.367474,-82.996216,39.64,-84.08
54615,WI,Jackson County,44.5,-89.5,44.29,-90.84
3077,NH,Rockingham County,44,-71.5,43.03,-71.17
55445,MN,Hennepin County,46.39241,-94.63623,44.96,-93.26
73026,OK,Cleveland County,36.084621,-96.921387,35.22,-97.34
68112,NE,Douglas County,41.5,-100,41.26,-96.01
49112,MI,Cass County,44.182205,-84.506836,41.79,-86.08
40513,KY,Fayette County,37.839333,-84.27002,38.04,-84.45
2568,MA,Dukes County,42.407211,-71.382439,41.45,-70.6
5408,VT,Chittenden County,44,-72.699997,44.48,-73.27
82240,WY,Goshen County,43.07597,-107.290283,42.06,-104.18
35824,AL,Madison County,32.31823,-86.902298,34.7,-86.62
3857,NH,Rockingham County,44,-71.5,43.07,-70.94
55807,MN,Saint Louis County,46.39241,-94.63623,46.78,-92.11
39567,MS,Jackson County,33,-90,30.36,-88.54
2813,RI,Washington County,41.700001,-71.5,41.38,-71.65
14103,NY,Orleans County,43,-75,43.21,-78.38
29054,SC,Lexington County,33.836082,-81.163727,33.92,-81.39
15656,PA,Westmoreland County,41.203323,-77.194527,40.63,-79.6
87048,NM,Sandoval County,34.307144,-106.018066,35.23,-106.62
47713,IN,Vanderburgh County,40.273502,-86.126976,37.98,-87.54
39525,MS,Hancock County,33,-90,30.38,-89.36
19444,PA,Montgomery County,41.203323,-77.194527,40.08,-75.25
11755,NY,Suffolk County,43,-75,40.85,-73.11
44444,OH,Trumbull County,40.367474,-82.996216,41.18,-80.96
45068,OH,Warren County,40.367474,-82.996216,39.53,-84.08
11798,NY,Suffolk County,43,-75,40.74,-73.37
36604,AL,Mobile County,32.31823,-86.902298,30.68,-88.04
7078,NJ,Essex County,39.833851,-74.871826,40.74,-74.33
35228,AL,Jefferson County,32.31823,-86.902298,33.52,-86.79
19312,PA,Chester County,41.203323,-77.194527,40.03,-75.44
44481,OH,Trumbull County,40.367474,-82.996216,41.23,-80.81
94574,CA,Napa County,36.778259,-119.417931,38.55,-122.39
31316,GA,Long County,33.247875,-83.441162,31.71,-81.74
48809,MI,Ionia County,44.182205,-84.506836,43.09,-85.23
6798,CT,Litchfield County,41.599998,-72.699997,41.56,-73.2
42539,KY,Casey County,37.839333,-84.27002,37.31,-84.93
46405,IN,Lake County,40.273502,-86.126976,41.57,-87.26
36544,AL,Mobile County,32.31823,-86.902298,30.5,-88.23
85390,AZ,Maricopa County,34.048927,-111.093735,33.9,-112.9
4086,ME,Sagadahoc County,45.367584,-68.972168,43.93,-69.94
13041,NY,Onondaga County,43,-75,43.18,-76.17
56721,MN,Polk County,46.39241,-94.63623,47.93,-97.01
36093,AL,Elmore County,32.31823,-86.902298,32.54,-86.2
68122,NE,Douglas County,41.5,-100,41.26,-96.01
94305,CA,Santa Clara County,36.778259,-119.417931,37.41,-122.17
31820,GA,Muscogee County,33.247875,-83.441162,32.58,-84.84
97862,OR,Umatilla County,44,-120.5,45.9,-118.34
28377,NC,Robeson County,35.782169,-80.793457,34.81,-79.18
77954,TX,De Witt County,31,-100,29.09,-97.28
36467,AL,Covington County,32.31823,-86.902298,31.29,-86.25
29654,SC,Anderson County,33.836082,-81.163727,34.44,-82.39
84335,UT,Cache County,39.41922,-111.950684,41.82,-111.87
13323,NY,Oneida County,43,-75,43.04,-75.37
55806,MN,Saint Louis County,46.39241,-94.63623,46.78,-92.11
34229,FL,Sarasota County,27.994402,-81.760254,27.19,-82.49
8103,NJ,Camden County,39.833851,-74.871826,39.93,-75.1
28513,NC,Pitt County,35.782169,-80.793457,35.47,-77.42
7853,NJ,Morris County,39.833851,-74.871826,40.78,-74.76
24251,VA,Scott County,37.926868,-78.024902,36.63,-82.58
55425,MN,Hennepin County,46.39241,-94.63623,44.96,-93.26
78202,TX,Bexar County,31,-100,29.45,-98.5
47978,IN,Jasper County,40.273502,-86.126976,40.93,-87.14
3031,NH,Hillsborough County,44,-71.5,42.86,-71.61
8824,NJ,Middlesex County,39.833851,-74.871826,40.41,-74.56
27377,NC,Guilford County,35.782169,-80.793457,36.03,-79.59
63106,MO,Saint Louis City,38.573936,-92.60376,38.63,-90.24
49038,MI,Berrien County,44.182205,-84.506836,42.18,-86.3
99324,WA,Walla Walla County,47.751076,-120.740135,46.04,-118.4
77518,TX,Galveston County,31,-100,29.5,-94.99
21769,MD,Frederick County,39.045753,-76.641273,39.44,-77.54
48138,MI,Wayne County,44.182205,-84.506836,42.12,-83.14
44026,OH,Geauga County,40.367474,-82.996216,41.52,-81.34
2052,MA,Norfolk County,42.407211,-71.382439,42.18,-71.3
98951,WA,Yakima County,47.751076,-120.740135,46.45,-120.51
74426,OK,McIntosh County,36.084621,-96.921387,35.47,-95.52
61072,IL,Winnebago County,40,-89,42.44,-89.06
46001,IN,Madison County,40.273502,-86.126976,40.25,-85.67
12572,NY,Dutchess County,43,-75,41.92,-73.9
35146,AL,Saint Clair County,32.31823,-86.902298,33.77,-86.47
31757,GA,Thomas County,33.247875,-83.441162,30.83,-83.97
13165,NY,Seneca County,43,-75,42.9,-76.86
48040,MI,Saint Clair County,44.182205,-84.506836,42.91,-82.47
41339,KY,Breathitt County,37.839333,-84.27002,37.55,-83.37
32348,FL,Taylor County,27.994402,-81.760254,30.1,-83.58
64137,MO,Jackson County,38.573936,-92.60376,39.09,-94.58
14006,NY,Erie County,43,-75,42.63,-79.02
31535,GA,Coffee County,33.247875,-83.441162,31.5,-82.85
39666,MS,Pike County,33,-90,31.28,-90.46
21102,MD,Carroll County,39.045753,-76.641273,39.65,-76.89
24504,VA,Lynchburg City,37.926868,-78.024902,37.4,-79.19
61080,IL,Winnebago County,40,-89,42.48,-89.03
46173,IN,Rush County,40.273502,-86.126976,39.61,-85.44
33592,FL,Hillsborough County,27.994402,-81.760254,28.07,-82.3
7436,NJ,Bergen County,39.833851,-74.871826,41.03,-74.24
97457,OR,Douglas County,44,-120.5,43.05,-123.2
30427,GA,Tattnall County,33.247875,-83.441162,31.93,-81.93
77461,TX,Fort Bend County,31,-100,29.39,-95.83
10570,NY,Westchester County,43,-75,41.13,-73.78
98354,WA,Pierce County,47.751076,-120.740135,47.25,-122.31
20607,MD,Prince Georges County,39.045753,-76.641273,38.67,-77.01
60171,IL,Cook County,40,-89,41.92,-87.83
78225,TX,Bexar County,31,-100,29.45,-98.5
4736,ME,Aroostook County,45.367584,-68.972168,46.86,-67.99
45833,OH,Allen County,40.367474,-82.996216,40.84,-84.33
2375,MA,Bristol County,42.407211,-71.382439,42.03,-71.1
50616,IA,Floyd County,42.032974,-93.581543,43.06,-92.67
48604,MI,Saginaw County,44.182205,-84.506836,43.41,-83.94
62712,IL,Sangamon County,40,-89,39.76,-89.57
14212,NY,Erie County,43,-75,42.88,-78.85
37807,TN,Union County,35.860119,-86.660156,36.24,-83.8
77032,TX,Harris County,31,-100,29.76,-95.38
96067,CA,Siskiyou County,36.778259,-119.417931,41.31,-122.32
60915,IL,Kankakee County,40,-89,41.14,-87.85
43351,OH,Wyandot County,40.367474,-82.996216,40.83,-83.28
98541,WA,Grays Harbor County,47.751076,-120.740135,47.1,-123.39
41144,KY,Greenup County,37.839333,-84.27002,38.57,-82.82
26354,WV,Taylor County,39,-80.5,39.34,-80.01
16412,PA,Erie County,41.203323,-77.194527,41.87,-80.12
14502,NY,Monroe County,43,-75,43.06,-77.3
86047,AZ,Navajo County,34.048927,-111.093735,35.1,-110.64
1540,MA,Worcester County,42.407211,-71.382439,42.11,-71.87
2347,MA,Plymouth County,42.407211,-71.382439,41.85,-70.95
62863,IL,Wabash County,40,-89,38.41,-87.77
72581,AR,Cleburne County,34.799999,-92.199997,35.55,-91.95
77562,TX,Harris County,31,-100,29.81,-95.05
7043,NJ,Essex County,39.833851,-74.871826,40.82,-74.21
60097,IL,McHenry County,40,-89,42.38,-88.36
31411,GA,Chatham County,33.247875,-83.441162,32.08,-81.1
93546,CA,Mono County,36.778259,-119.417931,37.58,-118.84
95948,CA,Butte County,36.778259,-119.417931,39.35,-121.76
45050,OH,Butler County,40.367474,-82.996216,39.44,-84.34
11766,NY,Suffolk County,43,-75,40.93,-73.01
67410,KS,Dickinson County,38.5,-98,38.92,-97.22
72044,AR,Cleburne County,34.799999,-92.199997,35.64,-92.19
32038,FL,Columbia County,27.994402,-81.760254,29.92,-82.71
24521,VA,Amherst County,37.926868,-78.024902,37.58,-79.05
72523,AR,Cleburne County,34.799999,-92.199997,35.66,-91.84
54457,WI,Adams County,44.5,-89.5,44.31,-89.9
55051,MN,Kanabec County,46.39241,-94.63623,45.87,-93.29
53120,WI,Walworth County,44.5,-89.5,42.78,-88.39
74745,OK,McCurtain County,36.084621,-96.921387,33.9,-94.81
27376,NC,Moore County,35.782169,-80.793457,35.24,-79.53
31793,GA,Tift County,33.247875,-83.441162,31.46,-83.51
35058,AL,Cullman County,32.31823,-86.902298,34.17,-86.83
29356,SC,Greenville County,33.836082,-81.163727,35.17,-82.18
76085,TX,Parker County,31,-100,32.83,-97.7
